label,tweet
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 sih bgttt
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih anjirrr"
fear,"btw Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 parah"
anger,anjir Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 yaaa
sadness,anjir Gak tau kenapa akhir2 ini ngerasa kosong aja... sih
fear,"yah Liat berita kriminal tiap hari, bikin parnoan kemana2. bgt"
anger,siapa bilang PILKADA tidak PANAS ? ini buktinya ..... ada yg MARAH-MARAH krn batal jadi Calon Gubernur Jatim
love,"CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺"
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. LOHH DONG"
anger,eh Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤
fear,"btw Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget"
anger,btw Jangan main2 sama hati orang! Lo kira ini lucu? kek gitu dong
sadness,btw Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 parah
sadness,"eh Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. sumpah"
love,"anjir Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 sih yaampun"
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaaa
anger,eh Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! aslii
happy,EH DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 😭
love,"CIEE GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌 PLISSS"
love,"yaallah Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 aslii"
anger,GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 ASLII ANJIRRR
anger,ciee Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. sih plisss
happy,btw Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... parah 😭
anger,Jangan main2 sama hati orang! Lo kira ini lucu? aslii
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. kek gitu 😭"
fear,"Anjir liat berita kriminal tiap hari, bikin parnoan kemana2."
happy,"ciee Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 bgt"
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. parah 😭"
sadness,"yaallah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. kek gitu dong"
happy,yaallah Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 please...
fear,"anjir Setiap malam gw mimpi buruk, takut bgt kejadian nyata... yaampun"
fear,"yaallah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... kek gitu"
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula! aslii"
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 parah bgttt
sadness,"Btw air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan."
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sih yaampun"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh dong"
anger,yah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh
fear,"ciee Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 kek gitu"
anger,"Smp era 80an dikenal Bangsa Pemalu, 90an muncul virus ""TAK TAU MALU"" dan berkembang hingga kini menuju jd Bangsa yg Memalukan, Tertangkap krn Kriminal malah bergaya Selebritis didepan Kamera. BPIP Harusnya mampu basmi Virus ini, apakah anda sudah merasakan hasil kerja BPIP ??"
love,"CIEE SETIAP DETIK MIKIRIN KAMU, PENGEN TERUS ADA DI SAMPINGMU."
fear,btw Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... banget yaampun
love,"ciee Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺"
fear,yah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti...
fear," Lah iya Mphi Serius kk takut liat taehyung jadi psikopat KK d siksa d suntik obat biar nggak kabur Krn di sana dia suka KK , tapi KK udah punya pacar"
sadness,"yaallah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. anjirrr"
sadness,"yah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. please..."
anger,Eh orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! parah deh
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 aslii
anger,"Bangshaaat emg lo! udah ngerebut, nyalahin pula! lohh yaampun"
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. aslii 😭
sadness,"tapi tidak, saya malah lebih memilih bercerita baru dan lebih banyak namun waktu mengizinkan saya untuk tau sampai mana tinta itu habis dan sampai mana buku itu akan ditutup kembali. tepat beberapa hari lalu, buku itu harus ditutup dan saya harus bergegas pamit."
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. LOHH"
anger,"anjir Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgttt"
love,"eh Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. aslii"
anger,yah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! sumpah
sadness,wkwk Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah!
anger,yaallah Jangan main2 sama hati orang! Lo kira ini lucu?
anger,CIEE GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 ASLII
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. yaaa 😭"
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓
love,"yaallah Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 kek gitu"
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. BANGET DONG"
love,NUNGGUIN CHAT DARI KAMU AJA UDAH BIKIN DEG-DEGAN HEHE 😚 BANGET
sadness,Ciee gak tau kenapa akhir2 ini ngerasa kosong aja... yaampun
sadness,"ya. saya gagal menjadi seorang kakak yang seharusnya bisa membimbing adik saya. disaat saya banyak memberikan pengalaman hidup kepada orang lain sebagai motivasi sampai mereka berhasil bangkit dan kuat. saya tidak bisa menyalahkan siapapun, saya menyalahkan diri saya sendiri"
sadness,"Di malam 21 ini, aku berdoa, semoga apa apa yg overdosis di negeri ini segera kembali pada dosisnya apapun itu, yang sedang sedang aja, yang tengah tengah aja. Berlebihan itu ga baeek"
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 banget plisss"
anger,ciee Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! kek gitu deh
happy,Baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 plisss
anger,Gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 lohh
anger,"Tolong ya [USERNAME] ditinjau ulang sama team nya kalo beneran mau ngundang dia. Ini udah termasuk sexual harassment. Mohon kebijakan ulangnya, terima ksih [URL]"
sadness,"Kopi siang ini rasanya sangat pas, sperti saat kamu memilih pergi dengan dia yang kau rasa pantas, Namun meninggalkan luka yang masih sangat membekas.. Sperti sisa kopi ampas kopi"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh anjirrr"
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 plisss
love,"mami kedua..,, kanya tuh perasaan awal awal kalem kok makin kesini makin amberegul emeseyu aja low..,, asik rame WKWKKWKW!!! pokok.a sayang mami..,"
love,"Cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺 anjirrr"
love,"CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 YAAMPUN"
happy,btw Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 bgt
anger,JANGAN MAIN2 SAMA HATI ORANG! LO KIRA INI LUCU? BANGET
anger,"Ya emang , selangkangan sm otak situ aja yg ngeress Ada juga yg katanya habib , imam dsb juga ngelakuin chat sex dsb Identitas agama tidak menjamin kamu tidak menyukai sex , catcalling dsb, meski udah menikah yg melakukan penyimpangan sex jg banyak ( selingkuh )"
anger,Hehehee kan memang itu yg di minta..seharusnya TBG Gentle kalau memang sdh tdk sejalan lg dgn [USERNAME] mengundurkan diri sbg pengurus maupun kader PD [URL]
fear,"anjir Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 aslii please..."
love,"ciee Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 anjirrr"
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 lohh"
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 😭
fear,"anjir Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 please..."
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 yaaa
happy,"eh Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 parah"
fear,"yah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... sumpah"
sadness,"ANJIR AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. PARAH ANJIRRR"
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaaa
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgttt"
sadness,"Wah iya bgt ini mas, saya di tempat kerja sering bgt dpt hal ga ngenakin. Mereka (cowok2) nganggepnya becandaan, yg cewe2 nganggepnya saya yg salah knp begini knp begitu"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? parah
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! SIH DONG"
happy,"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*"
happy,"HBD my lovely wife Amie Amoy .... wish u all the best, ....semoga selalu berada didalam perlindungan  SWT, panjang umur, senantiasa bahagia bersama keluarga dan kerabat, sehat selalu, semakin banyak rejeki, dan selalu menjadi wanita yg hebat bagi keluarga.....Aamiin [URL]"
sadness,wkwk Gak tau kenapa akhir2 ini ngerasa kosong aja... plisss
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 lohh anjirrr
love,"[USERNAME] Gimana ya jelasinnya wkwkwk. Ya orang yg pertama kalinya bisa bikin kita merasa degdegan, pengen mengenal lebih, terus pengen deket terus gitu. Biasanya pas kls 6 atau smp gitu (kalau aku), relatif sih wkwkw"
anger,BTW GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 BGT YAAMPUN
happy,[USERNAME] Yang pasti RAMADHAN adalah BULANNYA MILAD AL QURAN krn kita tidak tahu pasti kapan tanggal mulai diturunkannya wahyu dari Allah SWT memlalui malaikat-Nya kepada Nabi Muhammad SAW.
fear,"wkwk Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 parah sumpah"
happy,ciee Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 sih
anger,ciee Jangan main2 sama hati orang! Lo kira ini lucu? sumpah
love,"yah Setiap detik mikirin kamu, pengen terus ada di sampingmu. yaaa"
anger,"eh Bangshaaat emg lo! Udah ngerebut, nyalahin pula! 😭"
fear,"Lagi ada suntik campak gitu. Awalnya gak tau, pas banget mau pipis. Pas mau balik ke kelas gak sengaja liat orang bawa kotak2 gitu. Gue pikir pasti suntik, karena takut. Yaudah taunya gue lari duluan. Sambil teriak SUNTIK SUNTIK!!"
happy,"Lg sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek"" didepan sy seru banget yah. Mereka lg ghibah ternyata. Hal ini menunjukkan bahwa kapanpun dan dimanapun, ghibah itu asik "
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 ASLII PLISSS
anger,wkwk Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 dong
sadness,"Anjir gw pikir dia serius, ternyata cuma mainin perasaan. hancur. lohh 😭"
love,"Anjir gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaampun"
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. banget bgttt
sadness,"yaallah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. banget"
happy,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay
love,"CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 ANJIRRR"
love,"ibarat saya datang baik dengan buku dan pulpen, saya keluar hanya membawa buku itu saja. lantas pulpen itu saya tinggalkan dengan dirinya untuk dijadikan alat tulis baru dirinya dengan yang akan datang untuk bertamu di hari nanti."
sadness,"Ikhlas itu berat, berat banget. Namun dengan tidak ikhlas kita malah akan disesaki oleh hal-hal yang tidak jelas, kita malah akan mengabaikan hal-hal baik yang seharusnya kita dapatkan. Kita malah tidak melihat hal-hal menarik yg seharusnya kita temukan, kami masih diam."
love,YAALLAH NUNGGUIN CHAT DARI KAMU AJA UDAH BIKIN DEG-DEGAN HEHE 😚 BGT DEH
love,"Cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺 sih"
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. parah anjirrr
fear,"btw Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 dong"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? yaaa
fear,YAH TAKUT KEHILANGAN ORANG2 YANG GW SAYANG. DUNIA INI GAK PASTI... PLISSS
sadness,ciee Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 sih plisss
sadness,GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... BGT
anger,Ciee jangan main2 sama hati orang! lo kira ini lucu? parah
anger,anjir Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 aslii sumpah
fear,yaallah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... bgt deh
happy,eh Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 sih
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa. sih
happy,Ada yang bikin kamu kayak gini hari ini? Udaaahh santai aja! Sini deh [USERNAME] temenin sama single keren di #KawalKreasi. Streaming aja di [URL]
happy,Yaallah akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 lohh
fear,"yah Liat berita kriminal tiap hari, bikin parnoan kemana2."
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 sih
fear,"Yah rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget"
anger,"Tidak sepakat, dan anda [USERNAME] sudah menyesatkan orang lain. Dilarang sholat di dalam bangunan yang didirikan untuk kekafiran (salah satunya gereja). Makanya jangan kebanyakan nonton mak lampir. Aku berlindung kepada ALLAAH SWT."
fear,Yah takut kehilangan orang2 yang gw sayang. dunia ini gak pasti... banget dong
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 deh
anger,tidak-ada bedanya parah
happy,ciee Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 kek gitu
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 kek gitu bgttt
fear,"eh Liat berita kriminal tiap hari, bikin parnoan kemana2. aslii"
fear,"eh Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 aslii"
sadness,"eh Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sumpah"
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 sih 😭
anger,anjir Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! aslii
anger,"anjir Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sih"
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. sih yaampun"
anger,GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 BGT PLEASE...
love,"Btw cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺 yaampun"
love,anjir Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 parah
fear,"Btw liat berita kriminal tiap hari, bikin parnoan kemana2. sumpah"
happy,Lagi ngelatih 1/2 tahun dikasih amanat tugas dari master untuk ngelatih Atlet yg mau ke Korea.. Go International Semoga bisa jadi pelatih Profesional
fear,"BTW RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱"
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 bgt plisss
happy,wkwk Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 sumpah
happy,Dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 parah
anger,"btw Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt"
anger,YAALLAH GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 SIH BGTTT
love,"YAH LO EMG BUKAN YANG PERTAMA, TAPI GW HARAP LO JADI YANG TERAKHIR. SIH PLISSS"
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. yaaa sumpah"
anger,ciee Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! aslii
happy,CIEE BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. yaaa yaampun"
fear,"eh Setiap malam gw mimpi buruk, takut bgt kejadian nyata... deh"
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 bgt please..."
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 DONG"
love,"anjir Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 sih"
anger,wkwk Jangan main2 sama hati orang! Lo kira ini lucu? sumpah
sadness,"[USERNAME] [USERNAME] Pertanyaan tak akan habis kak. Selanjutnya bakal ada kapan punya anak, anak sudah bisa apa, anak sekolah di mana, blablabla. Kau pasti bisa melewati itu semua kak. Good luck "
love,"Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. lohh 😭"
anger,"Sering tuh gua digituin pas kalo baru ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih "" wah senyum aja iya2in aja dalem hati ""bacot lu anjing"""
happy,anjir Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 sih
anger,"[USERNAME] Helloowww pak [USERNAME] Asian Games tinggal hitungan minggu dan Jakarta masih blm kelar berbenah, apakah anda tidak malu ? Palembang 95% pengerjaan hampir kelar. Dan anda pak Anies urusin trotoar pun blm selesai2. Anda itu Gubernur"
anger,"Gini ya, meskipun pelacur sekalipun gak ada kewenangan untuk laki-laki ngelecehin dia. Seorang pelacur melacur juga gak gratisan dan ada consent dari kedua belah pihak. This is why the worst enemy of feminim is women itself."
sadness,"Mandiri secara finansial adalah langkah pertama menuju kedewasaan. Tidak mungkin Anda bisa dianggap dewasa oleh siapapun, bila makan dan beli pulsa handphone saja masih minta pada orang tua. Miliki pekerjaan yang layak dan hidupi diri Anda sendiri."
happy,ciee Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 bgt plisss
love,"SETIAP DETIK MIKIRIN KAMU, PENGEN TERUS ADA DI SAMPINGMU. SIH ANJIRRR"
happy,ciee Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 dong
sadness,"Wkwk air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. aslii"
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgttt
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 kek gitu yaampun"
happy,ciee Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 lohh
sadness,"[USERNAME] [USERNAME] Berarti Yusufk09 seringnya nonton penyanyi dangdut yg cuma ""jual"" goyangan atau busana seksi dibanding suara bagus"
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 sih sumpah"
sadness,"anjir Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan."
happy,anjir Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 bgt yaampun
fear,"Dri pgi ngerasain sakit perut kirain mau haid, udh beli kiranti pas di cek malah kaga ada,  plis atulah haid skrg aja, biar bisa ikut solat ied "
fear,Yg pada nangis dimotor gitu emg gapada takut tbtb bawa motor jadi ga fokus dan malah jatoh atau tabrakan ya? Gua pernah nangis dimotor tapi ga histeris dan malah kepikiran serem aja ntar tbtb gua ketabrak grgr ga fokus nyetir :') drama emg :( [URL]
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. yaaa"
fear,anjir Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... yaaa
anger,wkwk Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. banget plisss
happy,anjir Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 parah plisss
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgt
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... parah dong
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. lohh anjirrr"
fear,"Eh gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti."
